age,job,marital,edu,social,race,position,county,country,salary
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Other-service\"",35,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",30,"\" Mexico\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",16,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Protective-serv\"",8,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",28,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Other-relative\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",20,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Exec-managerial\"",30,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",50,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",20,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",10,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",36,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",30,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Sales\"",10,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" Jamaica\"","\" >50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Sales\"",38,"\" ?\"","\" >50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Amer-Indian-Eskimo\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" Trinadad&Tobago\"","\" <=50K\""
31,"\" Private\"","\" Married-civ-spouse\"","\" Some-college\"","\" Husband\"","\" White\"","\" Exec-managerial\"",65,"\" United-States\"","\" >50K\""
21,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" ?\"",35,"\" United-States\"","\" <=50K\""
21,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
21,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
21,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
21,"\" ?\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" ?\"",30,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Unmarried\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",42,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" Amer-Indian-Eskimo\"","\" Adm-clerical\"",20,"\" United-States\"","\" <=50K\""
25,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",25,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",30,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",24,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",44,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Own-child\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
23,"\" Private\"","\" Never-married\"","\" Some-college\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
