age,job,marital,edu,social,race,position,county,country,salary
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Adm-clerical\"",60,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",44,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
37,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
28,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",42,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" <=50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",54,"\" United-States\"","\" <=50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Amer-Indian-Eskimo\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",84,"\" United-States\"","\" >50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
51,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",32,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",30,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",40,"\" Mexico\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Farming-fishing\"",30,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",42,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Other-relative\"","\" Amer-Indian-Eskimo\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
27,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",35,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Tech-support\"",32,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",35,"\" United-States\"","\" >50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" Puerto-Rico\"","\" <=50K\""
34,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",44,"\" United-States\"","\" >50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",60,"\" United-States\"","\" <=50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Farming-fishing\"",40,"\" United-States\"","\" <=50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Other-service\"",36,"\" United-States\"","\" <=50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
29,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",55,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Transport-moving\"",50,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Exec-managerial\"",12,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Other-service\"",12,"\" United-States\"","\" <=50K\""
37,"\" Private\"","\" Divorced\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
57,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
57,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
57,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" >50K\""
57,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
57,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Other-relative\"","\" White\"","\" Other-service\"",30,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",24,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" Other\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Craft-repair\"",25,"\" United-States\"","\" <=50K\""
26,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" Black\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Transport-moving\"",45,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" ?\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" Asian-Pac-Islander\"","\" Sales\"",35,"\" ?\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",55,"\" Germany\"","\" <=50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Protective-serv\"",60,"\" United-States\"","\" >50K\""
30,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Adm-clerical\"",35,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Adm-clerical\"",53,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",48,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
42,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
44,"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
44,"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" Italy\"","\" >50K\""
44,"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",55,"\" United-States\"","\" <=50K\""
44,"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",66,"\" United-States\"","\" <=50K\""
44,"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" >50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" Black\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",34,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",45,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Adm-clerical\"",38,"\" United-States\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" White\"","\" Priv-house-serv\"",40,"\" Mexico\"","\" <=50K\""
32,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",52,"\" United-States\"","\" <=50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" ?\"","\" <=50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",60,"\" United-States\"","\" >50K\""
50,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Amer-Indian-Eskimo\"","\" Handlers-cleaners\"",48,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Transport-moving\"",30,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",20,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",28,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Handlers-cleaners\"",45,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Protective-serv\"",40,"\" United-States\"","\" <=50K\""
20,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",30,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
33,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
48,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
48,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
48,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",46,"\" United-States\"","\" <=50K\""
48,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
48,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Sales\"",24,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Other-service\"",35,"\" United-States\"","\" <=50K\""
34,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" Poland\"","\" <=50K\""
44,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",55,"\" United-States\"","\" >50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",47,"\" United-States\"","\" >50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" ?\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",45,"\" United-States\"","\" <=50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" >50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
45,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" >50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",32,"\" Mexico\"","\" <=50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Adm-clerical\"",20,"\" United-States\"","\" <=50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" England\"","\" >50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Farming-fishing\"",40,"\" United-States\"","\" <=50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
54,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",50,"\" United-States\"","\" >50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",60,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",50,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",48,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
41,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" >50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Other-service\"",14,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",20,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Unmarried\"","\" Black\"","\" Sales\"",30,"\" Haiti\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Other-relative\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Priv-house-serv\"",45,"\" ?\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Handlers-cleaners\"",30,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Farming-fishing\"",45,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",35,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",3,"\" United-States\"","\" <=50K\""
