marital,edu,age,social,race,position,county,country,salary
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Tech-support\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 65[,"\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Wife\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Tech-support\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Transport-moving\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" England\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Exec-managerial\"",40,"\" India\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[20 - 30[,"\" Husband\"","\" White\"","\" Craft-repair\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",26,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Wife\"","\" White\"","\" Prof-specialty\"",20,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" White\"","\" Sales\"",35,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Wife\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[30 - 40[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Adm-clerical\"",40,"\" ?\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Husband\"","\" White\"","\" Sales\"",70,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Wife\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[40 - 45[,"\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Wife\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Wife\"","\" White\"","\" Adm-clerical\"",30,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Exec-managerial\"",55,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Sales\"",45,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" Canada\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" Black\"","\" Sales\"",90,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[45 - 50[,"\" Husband\"","\" White\"","\" Other-service\"",40,"\" Cuba\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Wife\"","\" White\"","\" Sales\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Transport-moving\"",56,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Sales\"",47,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Adm-clerical\"",20,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Wife\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Protective-serv\"",7,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Husband\"","\" White\"","\" Exec-managerial\"",55,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[50 - 55[,"\" Own-child\"","\" White\"","\" Exec-managerial\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Exec-managerial\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Wife\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Other-relative\"","\" White\"","\" Craft-repair\"",50,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" Asian-Pac-Islander\"","\" Prof-specialty\"",40,"\" Japan\"","\" <=50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" Bachelors\"",[55 - 95[,"\" Husband\"","\" White\"","\" Prof-specialty\"",40,"\" United-States\"","\" >50K\""
