AGE	JOB	MARITAL_STATUS	EDU	social	race	sex	position	county	country	salary
60	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
31	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	45	 United-States	 <=50K
50	 Self-emp-inc	 Separated	 Doctorate	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 >50K
31	 Local-gov	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
71	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	15	 United-States	 <=50K
58	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	50	 United-States	 <=50K
30	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Tech-support	40	 United-States	 >50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Other-service	20	 United-States	 <=50K
24	 Private	 Never-married	 HS-grad	 Other-relative	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Doctorate	 Husband	 Asian-Pac-Islander	 Male	 Prof-specialty	40	 Taiwan	 >50K
38	 State-gov	 Separated	 Some-college	 Not-in-family	 White	 Female	 Exec-managerial	45	 United-States	 <=50K
27	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Machine-op-inspct	32	 United-States	 <=50K
29	 State-gov	 Never-married	 Some-college	 Unmarried	 Asian-Pac-Islander	 Female	 Adm-clerical	40	 Philippines	 <=50K
70	 ?	 Widowed	 9th	 Unmarried	 White	 Female	 ?	15	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	45	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 Craft-repair	35	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 >50K
44	 Self-emp-not-inc	 Married-civ-spouse	 12th	 Husband	 Black	 Male	 Handlers-cleaners	40	 United-States	 >50K
35	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Sales	60	 United-States	 <=50K
27	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
43	 Local-gov	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	38	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	25	 United-States	 <=50K
42	 Private	 Divorced	 Assoc-acdm	 Unmarried	 White	 Female	 Prof-specialty	40	 United-States	 >50K
27	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Craft-repair	40	 United-States	 >50K
20	 ?	 Married-spouse-absent	 11th	 Own-child	 Asian-Pac-Islander	 Female	 ?	40	 South	 <=50K
24	 Private	 Never-married	 9th	 Not-in-family	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
48	 Federal-gov	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
17	 ?	 Never-married	 11th	 Own-child	 White	 Female	 ?	20	 United-States	 <=50K
17	 Self-emp-not-inc	 Never-married	 11th	 Own-child	 White	 Male	 Farming-fishing	10	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
50	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
22	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Sales	40	 United-States	 <=50K
17	 Private	 Never-married	 12th	 Own-child	 White	 Male	 Other-service	16	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Adm-clerical	40	 Mexico	 <=50K
31	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Craft-repair	45	 United-States	 <=50K
58	 Self-emp-not-inc	 Widowed	 HS-grad	 Not-in-family	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
29	 Local-gov	 Never-married	 HS-grad	 Own-child	 White	 Male	 Protective-serv	48	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Craft-repair	40	 Portugal	 >50K
34	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
23	 Local-gov	 Separated	 Some-college	 Unmarried	 Black	 Male	 Exec-managerial	40	 United-States	 <=50K
18	 State-gov	 Never-married	 11th	 Own-child	 White	 Female	 Adm-clerical	5	 United-States	 <=50K
34	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
66	 ?	 Never-married	 7th-8th	 Not-in-family	 White	 Male	 ?	4	 United-States	 <=50K
45	 Local-gov	 Married-civ-spouse	 Bachelors	 Wife	 White	 Female	 Prof-specialty	55	 United-States	 <=50K
41	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Exec-managerial	35	 Dominican-Republic	 <=50K
26	 Private	 Never-married	 HS-grad	 Other-relative	 White	 Male	 Other-service	30	 United-States	 <=50K
54	 Local-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
24	 Private	 Never-married	 Some-college	 Own-child	 Black	 Female	 Machine-op-inspct	45	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Prof-specialty	20	 United-States	 <=50K
23	 State-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Tech-support	20	 United-States	 <=50K
25	 ?	 Never-married	 Assoc-acdm	 Other-relative	 White	 Male	 ?	45	 United-States	 <=50K
35	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	60	 United-States	 >50K
31	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Tech-support	40	 United-States	 >50K
30	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	40	 Poland	 <=50K
19	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Sales	20	 United-States	 <=50K
36	 Local-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
31	 Private	 Widowed	 Bachelors	 Unmarried	 White	 Female	 Sales	40	 Cuba	 <=50K
21	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Handlers-cleaners	30	 United-States	 <=50K
31	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
46	 Private	 Divorced	 Doctorate	 Unmarried	 White	 Female	 Prof-specialty	65	 United-States	 >50K
44	 Private	 Divorced	 Bachelors	 Own-child	 White	 Female	 Exec-managerial	50	 United-States	 >50K
40	 Private	 Married-civ-spouse	 12th	 Husband	 Black	 Male	 Other-service	40	 Jamaica	 <=50K
45	 Private	 Never-married	 Some-college	 Not-in-family	 Black	 Male	 Sales	40	 United-States	 <=50K
60	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	35	 United-States	 <=50K
18	 Private	 Never-married	 11th	 Other-relative	 White	 Male	 Other-service	25	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
36	 Private	 Divorced	 Some-college	 Unmarried	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
36	 Private	 Separated	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	40	 ?	 <=50K
40	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
36	 Local-gov	 Divorced	 Bachelors	 Unmarried	 White	 Female	 Adm-clerical	35	 Honduras	 <=50K
31	 Private	 Separated	 HS-grad	 Unmarried	 Black	 Female	 Other-service	40	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
19	 State-gov	 Never-married	 HS-grad	 Own-child	 White	 Female	 Tech-support	40	 United-States	 <=50K
22	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Sales	15	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
33	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Other-service	40	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	60	 United-States	 <=50K
29	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
50	 Local-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	42	 United-States	 >50K
42	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
43	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	40	 ?	 >50K
44	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Sales	40	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Other-service	20	 United-States	 <=50K
31	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	40	 Mexico	 <=50K
65	 Self-emp-not-inc	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Exec-managerial	59	 ?	 >50K
23	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Other-service	24	 United-States	 <=50K
55	 Private	 Divorced	 Some-college	 Not-in-family	 Asian-Pac-Islander	 Female	 Adm-clerical	40	 United-States	 <=50K
26	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Adm-clerical	45	 United-States	 <=50K
25	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Female	 Other-service	15	 United-States	 <=50K
45	 ?	 Married-civ-spouse	 Some-college	 Wife	 Black	 Female	 ?	40	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
36	 Private	 Never-married	 Some-college	 Not-in-family	 Black	 Female	 Sales	36	 United-States	 <=50K
43	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
56	 Private	 Widowed	 HS-grad	 Unmarried	 Black	 Female	 Other-service	20	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Tech-support	40	 United-States	 >50K
19	 Private	 Never-married	 Some-college	 Other-relative	 White	 Female	 Other-service	25	 United-States	 <=50K
55	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	72	 United-States	 <=50K
42	 Private	 Never-married	 Masters	 Not-in-family	 White	 Female	 Exec-managerial	50	 United-States	 >50K
26	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Male	 Tech-support	40	 United-States	 <=50K
17	 Private	 Never-married	 12th	 Own-child	 White	 Male	 Handlers-cleaners	20	 United-States	 <=50K
42	 Local-gov	 Married-civ-spouse	 Bachelors	 Wife	 White	 Female	 Prof-specialty	40	 United-States	 >50K
55	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 >50K
32	 Private	 Never-married	 Some-college	 Own-child	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
29	 Private	 Never-married	 11th	 Own-child	 Black	 Male	 Craft-repair	40	 Haiti	 <=50K
46	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	37	 United-States	 <=50K
29	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
22	 Private	 Never-married	 Bachelors	 Unmarried	 White	 Male	 Prof-specialty	20	 United-States	 <=50K
58	 Self-emp-not-inc	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Male	 Transport-moving	50	 United-States	 <=50K
39	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
27	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Male	 Craft-repair	38	 United-States	 <=50K
54	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 >50K
33	 Local-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	45	 United-States	 <=50K
46	 Federal-gov	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 >50K
37	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Male	 Farming-fishing	40	 United-States	 <=50K
36	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	18	 United-States	 <=50K
59	 Local-gov	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	38	 United-States	 >50K
34	 Local-gov	 Divorced	 HS-grad	 Unmarried	 White	 Male	 Protective-serv	40	 Portugal	 <=50K
53	 Self-emp-inc	 Married-civ-spouse	 Doctorate	 Husband	 White	 Male	 Exec-managerial	70	 United-States	 >50K
51	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	55	 United-States	 >50K
32	 Private	 Separated	 10th	 Unmarried	 White	 Female	 Other-service	42	 United-States	 <=50K
31	 State-gov	 Married-spouse-absent	 Some-college	 Other-relative	 White	 Male	 Other-service	40	 United-States	 <=50K
22	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Sales	30	 Germany	 <=50K
47	 Self-emp-not-inc	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Sales	50	 United-States	 <=50K
32	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
26	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Farming-fishing	38	 United-States	 <=50K
37	 Private	 Separated	 5th-6th	 Not-in-family	 White	 Male	 Farming-fishing	32	 Guatemala	 <=50K
31	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Male	 Craft-repair	55	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Assoc-voc	 Wife	 White	 Female	 Tech-support	24	 United-States	 >50K
55	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	38	 United-States	 <=50K
23	 Local-gov	 Divorced	 Assoc-voc	 Not-in-family	 White	 Male	 Tech-support	56	 United-States	 <=50K
36	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	40	 ?	 <=50K
43	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
54	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Tech-support	40	 United-States	 <=50K
43	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 ?	 <=50K
28	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Female	 Machine-op-inspct	42	 United-States	 <=50K
40	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
41	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 <=50K
40	 Private	 Never-married	 Bachelors	 Not-in-family	 Other	 Female	 Sales	55	 United-States	 >50K
42	 Private	 Divorced	 Some-college	 Not-in-family	 Black	 Female	 Adm-clerical	38	 United-States	 <=50K
61	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	50	 United-States	 <=50K
18	 Private	 Never-married	 12th	 Own-child	 White	 Male	 Machine-op-inspct	30	 United-States	 <=50K
59	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	16	 United-States	 <=50K
21	 ?	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 ?	40	 United-States	 <=50K
48	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Tech-support	50	 United-States	 >50K
41	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
18	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	33	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Sales	40	 United-States	 <=50K
60	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	60	 United-States	 >50K
22	 Private	 Never-married	 Some-college	 Other-relative	 Black	 Male	 Other-service	20	 United-States	 <=50K
61	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
25	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
46	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Tech-support	35	 United-States	 >50K
43	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 England	 >50K
43	 Private	 Divorced	 Assoc-acdm	 Not-in-family	 White	 Male	 Craft-repair	40	 United-States	 <=50K
24	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Male	 Other-service	30	 United-States	 <=50K
68	 Self-emp-not-inc	 Never-married	 11th	 Unmarried	 White	 Male	 Farming-fishing	20	 United-States	 <=50K
31	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	38	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Female	 Sales	20	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	48	 United-States	 >50K
50	 ?	 Married-spouse-absent	 Masters	 Other-relative	 White	 Male	 ?	40	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	47	 United-States	 >50K
64	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
20	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Transport-moving	30	 United-States	 <=50K
30	 Private	 Separated	 HS-grad	 Own-child	 White	 Female	 Other-service	36	 United-States	 <=50K
22	 ?	 Never-married	 Some-college	 Own-child	 Black	 Male	 ?	40	 United-States	 <=50K
43	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
22	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
17	 Private	 Never-married	 10th	 Own-child	 White	 Male	 Farming-fishing	20	 United-States	 <=50K
47	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Other-service	75	 Italy	 <=50K
41	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Female	 Prof-specialty	60	 United-States	 <=50K
56	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	50	 United-States	 >50K
64	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	45	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	50	 United-States	 >50K
48	 Private	 Never-married	 Assoc-voc	 Unmarried	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
31	 Private	 Never-married	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	46	 United-States	 <=50K
29	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Male	 Tech-support	40	 United-States	 <=50K
30	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 <=50K
57	 Private	 Widowed	 HS-grad	 Unmarried	 White	 Male	 Transport-moving	42	 United-States	 >50K
62	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Other-service	40	 United-States	 <=50K
39	 Private	 Separated	 HS-grad	 Unmarried	 White	 Female	 Machine-op-inspct	24	 United-States	 <=50K
43	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Adm-clerical	25	 United-States	 <=50K
24	 Self-emp-inc	 Never-married	 Bachelors	 Own-child	 White	 Male	 Sales	40	 United-States	 <=50K
42	 ?	 Married-civ-spouse	 11th	 Husband	 White	 Male	 ?	15	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 >50K
26	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
73	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
72	 ?	 Widowed	 11th	 Not-in-family	 White	 Female	 ?	24	 United-States	 <=50K
55	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
25	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
41	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	50	 United-States	 >50K
24	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
63	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Male	 Farming-fishing	6	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Sales	20	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	50	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
62	 Local-gov	 Widowed	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	48	 United-States	 <=50K
55	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
43	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
40	 Local-gov	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Other-service	50	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
39	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
31	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Craft-repair	18	 United-States	 <=50K
61	 Private	 Widowed	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 >50K
26	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Female	 Adm-clerical	55	 United-States	 <=50K
46	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	50	 United-States	 <=50K
26	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
48	 State-gov	 Divorced	 Doctorate	 Own-child	 White	 Male	 Prof-specialty	50	 United-States	 >50K
34	 Private	 Never-married	 HS-grad	 Own-child	 White	 Male	 Transport-moving	40	 United-States	 <=50K
34	 Local-gov	 Never-married	 HS-grad	 Own-child	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
59	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	40	 United-States	 >50K
34	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
49	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	56	 United-States	 >50K
18	 Private	 Never-married	 11th	 Own-child	 White	 Female	 Adm-clerical	20	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	40	 Mexico	 <=50K
48	 Private	 Married-civ-spouse	 11th	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 <=50K
28	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	70	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
24	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	15	 United-States	 <=50K
21	 Private	 Never-married	 10th	 Not-in-family	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Sales	28	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	50	 United-States	 >50K
29	 Self-emp-not-inc	 Separated	 Bachelors	 Own-child	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
24	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Transport-moving	50	 United-States	 <=50K
71	 Self-emp-not-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
51	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 Asian-Pac-Islander	 Male	 Sales	40	 China	 >50K
55	 Private	 Divorced	 5th-6th	 Unmarried	 Black	 Male	 Other-service	25	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 >50K
23	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Handlers-cleaners	7	 United-States	 <=50K
38	 Private	 Divorced	 Assoc-voc	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 >50K
19	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	30	 United-States	 <=50K
49	 Private	 Divorced	 9th	 Not-in-family	 White	 Female	 Machine-op-inspct	40	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Bachelors	 Other-relative	 White	 Male	 Adm-clerical	40	 Philippines	 >50K
27	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	70	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
33	 Private	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Craft-repair	60	 United-States	 <=50K
63	 ?	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 ?	15	 United-States	 <=50K
23	 Private	 Never-married	 Bachelors	 Own-child	 White	 Male	 Exec-managerial	28	 United-States	 <=50K
33	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	60	 ?	 <=50K
54	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Sales	40	 United-States	 <=50K
29	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Female	 Tech-support	45	 United-States	 <=50K
